time,title,location,view
2018-09-16,마포 연남동 끈끈이가 붙어있는 어린 길고양이를 구해주세요,마포구 연남동,8
2018-09-16,강원도 춘천시 일주일 전부터 집 옥상 새끼고양이 구조요청,강원도 춘천시,9
2018-09-16,긴급ㅠㅠㅠ자양동 눈도못뜨는 깡마른 아기고양이가 계속 울고있어요,자양동,13
2018-09-16,다리를 다친 고양이가 차도에 있어요,부산광역시 동,10
2018-09-16,건물이랑 간판 사이네 갇혔어요,제주시,4
2018-09-15,다리 절뚝거리는 길고양이 구조 관련 문의,경남 창원시,1
2018-09-15,깊은곳에 빠진 새끼 길냥이 3일째 계속 울어요 ㅜㅜ,경기도 의정부,15
2018-09-15,통덫대여문의드려요,서울 은평구,1
2018-09-14,새끼 길 고양이 구조좀 부탁드립니다,역삼동,20
2018-09-14,냥이들을어찌해야할까요,인천입니다,17
2018-09-14,울산 방어동 엘크루아파트단지,울산 동구,7
2018-09-14,통덫 구조문의,서울 잠실,13
2018-09-13,도와주세요 조언 부탁드립니다,경남 고성군,16
2018-09-13,도와주세요,인천 송월동,8
2018-09-13,휴 3일째 너무 힘들어요,성남시,22
2018-09-13,갓 태어난 고양이새끼 좀 데려가 주세요,의정부시 장암동,30
2018-09-13,새끼고양이를 누가 놓고 갔네요,안산 상록구,14
2018-09-13,고양이가 엔진룸에서 나오질 않습니다,춘천시 온의동,6
2018-09-13,대구서구비산7동 고양이 로드킬,대구 서구,11
2018-09-12,구조부탁드립니다,경기도 안양시,12
2018-09-12,통덫대여후 협력병원문의,경기도 여주시,1
2018-09-12,길냥이를 구조하고 싶습니다,서울시 광진구,12
2018-09-12,제발 도와주세요,경남 양산시,1
2018-09-12,도와주세요,광주광역시,4
2018-09-11,눈을 심하게다친 어린고양이 구조 치료가 시급합니다,경기도 평택시,1
2018-09-11,도와주세요,광주광역시,4
2018-09-11,아기고양이가 아픈것같아요,광주광역시 서,10
2018-09-10,서울 강동구 즈믄길 나들목 입구 천장 고양이의 건,서울 강동구,4
2018-09-10,개한테 크게 물린 고양이 구조 원합니다,대구시 동구,15
2018-09-10,다리다친 새끼고양이 보호하고 있습니다,영등포 신길,8
2018-09-10,새끼고양이,경북고령군,10
2018-09-10,아기고양이가 주차타워 맨 밑에 빠져서 못나오고 있어요,경남 양산시,5
2018-09-10,두달정도된 새끼고양이,인천 남구 주,7
2018-09-10,은평구불광동 고양이구조부탁드립니다,은평구 불광동,14
2018-09-09,발다친 고양이,은평구,7
2018-09-09,버려진새끼고양이 임시보호중입니다 3개월 추정,대전 서구 둔,12
2018-09-09,길고양이 갓태어난 새끼,남양주시,11
2018-09-09,서울 강동구 즈믄길 나들목 입구 천장에 고양이가 갇혀있어요,서울 강동구,3
2018-09-09,아기고양이 혼자 버려져있는데 구조부탁드려요,인천 계산동,10
2018-09-08,태안군 안면읍 건물 벽 속에 아기고양이가 갇혀서 하루종일 울어요,태안군 안면읍,10
2018-09-08,부산 구조문의드려요,부산 경성대,11
2018-09-08,아기길냥이구조,부산 모라동,14
2018-09-08,어떤 증상인지 좀 봐주세요,대전,6
2018-09-07,경기광주신현리 고양이목에 플라스틱껴있어요,경기도 광주시,14
2018-09-07,세종시 애꾸눈 아기고양이ㅜㅜ,세종시 보람동,10
2018-09-06,목이 다친 고양이를 구조부탁드립니다,인천,12
2018-09-06,뼈밖에없는 새끼고양이,부산 중구,19
2018-09-06,경기도 일산 킨텍스 2전시장 국민은행cd기 기둥에 갇힌 냥이 구조문의입니다,경기도 일산,19
2018-09-06,대전 급합니다 아파트에 갇힌 아이들을 구조해주세요,대전 대덕구,15
2018-09-06,갇힌벽의 아기고양이 구조 도움 요청드립니다,종로구 청운동,18
2018-09-06,방천장에 고양이 탄생 구조 해 주었으면 합니다,홍제동 무악제역,12
2018-09-06,부산 부산 중구청 계단 밑 살려달라고 온것같습니다 심각해요 ㅠㅠ,부산,20
2018-09-06,닭뼈먹은이후 6마리가 안보여요,용인시 수지구,8
2018-09-06,다시 추가질문드립니다 길냥이 세마리 구조하는 법,서울 동작구,6
2018-09-06,엄마고양이와 아기고양이들을 구조해주세요 ㅜㅜ,용산구 보광동,11
2018-09-06,기하급수적으로 늘어나는 고양이 도와주세요,경기도 여주시,8
2018-09-06,Tnr 구조문의,경기도 여주시,1
2018-09-06,구조한 아기 길고양이 관련 문의드립니다,서울시 관악구,8
2018-09-05,길고양이 어미하고 아가들 8마리 구조요청요,경기도 광주시,13
2018-09-05,아픈 길냥이 구조 문의드립니다,광주광역시 동구,11
2018-09-04,새끼고양이가 벽사이에 껴서 죽게 생겼습니다,서울 용산구,19
2018-09-04,경계가 너무 심해서 통덫안으로 않들어가네요,경기도 양평,18
2018-09-04,구조한 고양이에 관해 문의드립니다,강남구 삼성동,2
2018-09-04,엄마 고양이가 일이 생겼는지 보이지 않고 새끼들만 갇혀 있어요,경남 창원 시,8
2018-09-04,차량밑을 오가며 숨어있는 아기고양이가 있어요,경기 수원시,12
2018-09-04,길고양이 2마리를 케어하고 있습니다,서울시 마포구,10
2018-09-03,등이 반은 파인 고양이와 음식을 먹어도 빼짝 마른 길고양이를 구해주세요,경기도 파주시,18
2018-09-02,천안시 봉명동 새끼고양이가 5일째 울고있어요,천안시 서북구,16
2018-09-02,수원 아픈 새끼 고양이를 발견했습니다,수원시 지동,21
2018-09-02,고양이가 쓰러져 있습니다,상도동 대상,18
2018-09-01,새끼고양이,대구,13
2018-09-01,길냥이 어미및새끼새마리건강회복,경남통영시,10
2018-08-31,고양이 장이 튀어나오고 심각하게 말랐습니다 구조 도와주세요,서울 용산구,32
2018-08-31,고양이가 말라가요ㅠ ㅠ,부천시 소사구,14
2018-08-31,아기고양이가 하수구에 빠졌어요 구조 문의 드립니다,서울 성동구,12
2018-08-30,부산 해운대 길냥이 구조 문의 드려요,부산 해운대,17
2018-08-30,차에치인 고양이,반포동 725 1번지,14
2018-08-30,길냥이 어미및새끼새마리,경남통영시,13
2018-08-30,구조 및 치료 문의드립니다,인천광역시,1
2018-08-30,꼭 구조하고 싶습니다,인천,2
2018-08-30,길냥이 구조 하고 싶습니다,경기 광주 오포,21
2018-08-29,대전 서구 가수원동 스타벅스근처 배수로에 빠져 나오지 못하는 새끼고양이 구조 제발 부탁드려요,대전 서구 가,19
2018-08-29,볼에 혹이있는 길양이를 구조해 주세요,서울광진구 중,12
2018-08-29,지하주차장에 버려진 고양이 어떻게 하면 좋을까요,동작구 상도동,19
2018-08-29,원주 TNR문의드립니다,강원도 원주시,9
2018-08-29,경기도 일산 킨텍스 돌기둥에 갖힌 고양이 구조문의 드려요,경기도 일산,11
2018-08-28,부산 초량역 도로 한가운데 새끼고양이,부산,20
2018-08-28,밥주던 길냥이 임신해서 출산할거 같아요,경기도 파주시,12
2018-08-28,새끼고양이 교통사고,전남 순천 교,3
2018-08-28,고양이를 구조했는데 가져가실 수 있는지요,전라북도 고창군,3
2018-08-28,광명시 소하동 길고양이에게 밥을 챙겨줬더니 찾아와서 새끼까지 낳았습니다,소하동,11
2018-08-27,고양이 구조요청,구포도서관 인근,13
2018-08-27,부산시 기장군 새끼 고양이 구조 문의 환풍구에 갇혀서 며칠 째 굶고 있습니다 도와주세요 사진추가,부산시 기장군,18
2018-08-27,그 새끼고양이가 울부짖는대 3일쨰 어미가안오는대 어떻게 구출하나요,충북 진천,16
2018-08-26,부산시 기장군 새끼 고양이 구조 문의 환풍구에 갇혀서 며칠 째 굶고 있습니다 도와주세요,부산시 기장군,14
2018-08-26,대학로에서 가죽과 뼈만 남은 고양이를 발견했습니다,대학로 어떤,21
2018-08-26,아기고양이 구조요청,고양시 덕양구,14
2018-08-26,저희집 아파트 단지에 한주민이 지하주차장에서 고양이를 길러요,경기 수원,19
2018-08-25,문의드립니다,경주시,7
2018-08-25,새끼고양이 구조문의,도봉구 창동,17
2018-08-24,배수로 고양이 구조문의,사당역 대항병,18
2018-08-24,강남구 삼성동 어미고양이랑아기고양이 구조좀 부탁드립니다,강남구청역인근,15
2018-08-24,임신한 고양이가 출산할 자리를 못찾고 있어요 ㅠ,관악구 신림동,11
2018-08-23,급식소에 많이 아픈 구내염 길냥이가 자주 와서 여쭤보고 싶어요,서울 은평구,21
2018-08-23,집나간 냥이 구조문의요,대전시 서구,2
2018-08-23,화성시 금곡동 다리랑 꼬리다친 아기고양이 구조문의,경기도 화성시,9
2018-08-22,인천 아기냥이 구조 문의 드립니다,인천 계양구,11
2018-08-22,아픈길냥이 구조해주세요,경기도 이천,12
2018-08-22,길냥이 새끼낳은지 3달 돼어가는데요,경기광주,2
2018-08-22,길냥이 구조 치료 문의 동영상 및 사진첨부,경기도 안산시,14
2018-08-22,새끼고양이옥상에있어요,서울 남대문시,7
2018-08-20,급하게 구조가 필요한 냥이가 있습니다,경기 광명시,24
2018-08-20,고양이가 8일째 옥상에 갇혀있어요,서울 중랑구,14
2018-08-20,아픈 길고양이 구조하는 방법이 궁금합니다,서울특별시 양,7
2018-08-20,강화도의 한 펜션에서 고양이를 방치합니다,인천 강화군,7
2018-08-20,새끼 길고양이,화성시 비봉면,21
2018-08-20,길고양이tnr문의,충북증평군증,15
2018-08-20,길냥이가 다죽게생겼습니다,대구,25
2018-08-20,고양이 구조 요청드립니다,경기 이천시,20
2018-08-19,청량리 근처 구조 가능하신분 계실까요,서울특별시 동,11
2018-08-19,고양이가 빠레뜨 안에 들어가서 안나옵니다,서울시 관악구,10
2018-08-19,눈도 제대로 못뜨는 새끼 고양이가 있어요,안양,16
2018-08-18,구조문의드립니다 급하네요,마포용강동,18
2018-08-18,문래 길고양이,서울 문래,7
2018-08-18,이 아이 좀 봐주세요,천안시 두정로,17
2018-08-18,새끼고양이의 다리가 괴사직전입니다 도와주세요,전남 신안군,26
2018-08-17,길냥이 가족 더 이상 감당이 힘드네요,강원 강릉시,4
2018-08-17,고양이 구조 제발 도와주세요,경남김해시 내,22
2018-08-17,새끼 길고양이 구조문의좀,충남 보령시,15
2018-08-16,새끼 길고양이가 하수구에 빠져서 울어요,충청북도 청주,13
2018-08-15,어미와 강제 분리된 새끼고양이 3마리,천안,8
2018-08-15,서울 성북구 한성대입구역3번 출구 근처 굽네치킨집 앞 구내염 고양이 구조 도움 요청,서울시 성북구,12
2018-08-15,통덫 포획관련 문의입니다,경상남도,2
2018-08-15,구조요청,무악재역인데,7
2018-08-15,새끼 고양이 제발 부탁합니다 구조해주세요,송파구 거여2동,19
2018-08-15,강남구 대치동 인근 길고양이가 다쳤습니다 도와주세요,강남구 대치동,1
2018-08-14,새끼고양이2마리 구조요청이요 ㅠ,마포 아현동,21
2018-08-14,인천 길고양이 구조 좀 도와주세요 급합니,인천 남동구,14
2018-08-14,병든 고양이 치료 예정 입니다,충남 천안 직산읍,14
2018-08-14,성수동 통덫대여신청,성수동,10
2018-08-14,김해 외동 심하게 다친 길고양이 구조 문의드립니다,경남 김해시 외동,21
2018-08-14,구조요청 드려요,동대문 위험한,18
2018-08-14,일산 구내염 삼색냥이 구조문의,일산장항동,4
2018-08-13,안타까운 길고양이 구해주세요 ㅜㅜ,서울 강서구,20
2018-08-13,지하주차장 고양이때문에 민원이 많아지고있어요ㅠㅠ,경기 화성시,16
2018-08-13,고양이구조조와주세요,대전 대덕구,16
2018-08-12,담벼락에 새끼고양이가 갇혀있어요,강남구 역삼동,21
2018-08-12,서울시 서초구 방배동 구조요청,서초구 방배동,8
2018-08-12,서울시 광진구 화양동 3개월 아기고양이 임보처구해요,서울특별시 광,15
2018-08-12,너무 작은 목걸이를 하고 비쩍 마른 길냥이,용인시 수지구,17
2018-08-11,가게 천장에 갖혀 일주일째,의정부시,9
2018-08-11,양귀뜯기고 퉁퉁부은 고양이,종로구 무악동,15
2018-08-11,도와주세요,전남 함평 현,12
2018-08-11,경기도 김포시 하수구에 새끼고양이가 빠졌어요,경기도 김포시,18
2018-08-10,고양이가 집앞에 쓰러져있는데 어떻게 해야할지 모르겠어요,서울 구로구,28
2018-08-10,도와주세요,강남구 삼성동,15
2018-08-10,서울시 중구 동호로 하수구에서 고양이가 울고있어요,서울시 중구,18
2018-08-09,태어난지 히루도안된 길냥이,서울광진구 구,17
2018-08-09,금천 구내염 고양이 구조문제,금천 독산동,14
2018-08-09,구조 관련 문의드립니다,경기도 화성시,11
2018-08-09,구조요청드립니다,화곡4동,20
2018-08-09,보호소문의,종로구 평창동,5
2018-08-09,구조해주세요,파주목동동,19
2018-08-08,어미 잃은 새끼고양이 4마리,대구 동구 봉무동,5
2018-08-08,구조문의,창원,17
2018-08-08,서울광진구화양동 다리가으스러진아기고양이,서울광진구화양동,25
2018-08-08,경기도 수원 화성행궁광장 많이아픈 길냥이를 구조하고 치료해주세요,경기도 수원시,14
2018-08-08,입양,안양,2
2018-08-08,충북 청주시 고양이 쫓겠다고 약도 뿌리고 틈새도 막고 밥도 못주게 합니다,충북 청주시,17
2018-08-08,지붕위 길고양이 구조 후 임보가 가능한가요,서울시 성북구,2
2018-08-08,눈이 안보이는 새끼 고양이가 차밑에서 울고 있어요,강북구 우이동,16
2018-08-07,새끼 고양이가 벽에 갇혔있어요 구조 도움 요청 드립니다 제발요,울산,17
2018-08-06,서울시 강동구 천호동 한사랑주차장 옆 냐옹 목소리도 안나오는 길냥이 구조요청드립니다,서울시 강동구,13
2018-08-06,용인 수지구 동천동 동천자이 1차 현장입니다 새끼고양이 태어난지 2 3주 구조요청부탁합니다,경기도 용인시,22
2018-08-06,집 앞으로 찾아오는 고양이,서대문구 홍제동,17
2018-08-06,고양이좀 구해주세요 시급합니다,경기도 파주시,23
2018-08-06,빠른 도움이 필요합니다,서울 종로구,13
2018-08-06,길양이를 구조해 키우고 있어요,경기도 시흥시,27
2018-08-06,한달된 새끼고양이 발견,군산시나운동,17
2018-08-06,꺼져가는 생명을 좀 도와주세요 구조좀 해주세요 제발,걍기도 안양,19
